Japan,India,China,Australia,date
81.56,49.55,6.2982,0.9305,2012-03-02
81.43,49.82,6.3066,0.9374,2012-03-05
80.86,50.3763,6.3082,0.9478,2012-03-06
81.06,50.27,6.3097,0.9449,2012-03-07
81.5,50.17,6.3159,0.9418,2012-03-08
82.59,49.75,6.3109,0.9443,2012-03-09
82.21,49.98,6.3258,0.9533,2012-03-12
82.66,49.92,6.3266,0.9488,2012-03-13
83.78,50,6.3315,0.9573,2012-03-14
83.28,50.28,6.3282,0.9498,2012-03-15
83.34,50.11,6.3222,0.9448,2012-03-16
83.31,50.16,6.3191,0.9427,2012-03-19
83.62,50.48,6.3203,0.9537,2012-03-20
83.62,50.6,6.3226,0.9579,2012-03-21
82.5,51.28,6.299,0.9643,2012-03-22
82.35,51.18,6.3021,0.9564,2012-03-23
82.84,51.03,6.3139,0.9514,2012-03-26
83.15,50.66,6.3061,0.9533,2012-03-27
82.74,50.97,6.3044,0.9644,2012-03-28
82.28,51.38,6.3057,0.9684,2012-03-29
82.41,50.89,6.2975,0.9646,2012-03-30
82.16,50.79,6.2979,0.9591,2012-04-02
82.18,50.64,6.2975,0.9641,2012-04-03
82.62,51.18,6.2975,0.9751,2012-04-04
82.33,51.11,6.3123,0.9706,2012-04-05
81.56,51.14,6.3052,0.9698,2012-04-06
81.36,51.1,6.31,0.9691,2012-04-09
80.94,51.47,6.3105,0.9745,2012-04-10
80.88,51.5,6.3076,0.9713,2012-04-11
80.87,51.22,6.3069,0.9578,2012-04-12
80.99,51.45,6.3022,0.9641,2012-04-13
80.46,51.6,6.315,0.9671,2012-04-16
80.72,51.41,6.3015,0.9611,2012-04-17
81.29,51.79,6.3026,0.9646,2012-04-18
81.57,52.07,6.3029,0.9674,2012-04-19
81.6,52.02,6.308,0.9639,2012-04-20
81.16,52.38,6.3084,0.971,2012-04-23
81.21,52.63,6.3073,0.971,2012-04-24
81.33,52.45,6.3039,0.9678,2012-04-25
80.78,52.44,6.3054,0.9631,2012-04-26
80.48,52.45,6.3093,0.9572,2012-04-27
79.81,52.65,6.279,0.9606,2012-04-30
80.17,52.5,6.3089,0.9667,2012-05-01
80.19,52.97,6.307,0.9705,2012-05-02
80.36,53.33,6.3052,0.9747,2012-05-03
79.84,53.41,6.3059,0.9814,2012-05-04
79.88,52.91,6.3074,0.9803,2012-05-07
79.79,53.14,6.3076,0.9884,2012-05-08
79.64,53.75,6.3096,0.9934,2012-05-09
79.91,53.25,6.314,0.9888,2012-05-10
79.86,53.63,6.3097,0.9935,2012-05-11
79.83,53.92,6.321,1.0002,2012-05-14
80.09,53.91,6.3176,1.0023,2012-05-15
80.32,54.34,6.3227,1.0067,2012-05-16
79.26,54.37,6.3247,1.0076,2012-05-17
79.14,54.48,6.3245,1.0184,2012-05-18
79.31,54.97,6.3277,1.0149,2012-05-21
79.98,55.34,6.3223,1.0128,2012-05-22
79.33,55.95,6.3343,1.03,2012-05-23
79.47,55.55,6.3449,1.0231,2012-05-24
79.64,55.35,6.3439,1.0227,2012-05-25
79.44,55.71,6.3478,1.0178,2012-05-29
78.93,56.13,6.3574,1.0274,2012-05-30
78.29,56.38,6.3684,1.0298,2012-05-31
78.21,55.44,6.3692,1.0322,2012-06-01
78.3,55.65,6.3641,1.0289,2012-06-04
78.57,55.54,6.367,1.0286,2012-06-05
79.11,55.26,6.3634,1.0096,2012-06-06
79.67,54.91,6.3634,1.0064,2012-06-07
79.47,55.39,6.37,1.0133,2012-06-08
79.5,55.69,6.369,1.0076,2012-06-11
79.44,55.6,6.3703,1.0076,2012-06-12
79.35,55.56,6.3685,1.0027,2012-06-13
79.29,55.7,6.3702,1.0011,2012-06-14
78.65,55.34,6.3649,0.9943,2012-06-15
78.95,55.85,6.3539,0.9913,2012-06-18
78.92,55.87,6.3542,0.9808,2012-06-19
79.54,56.24,6.3597,0.981,2012-06-20
80.18,56.25,6.3644,0.9906,2012-06-21
80.52,57.11,6.3644,0.9941,2012-06-22
79.5,57.13,6.3631,1.0019,2012-06-25
79.46,56.95,6.3626,0.9954,2012-06-26
79.83,56.93,6.3561,0.993,2012-06-27
79.35,56.81,6.357,0.9975,2012-06-28
79.81,55.57,6.353,0.9769,2012-06-29
79.42,55.45,6.3487,0.9767,2012-07-02
79.77,54.31,6.3519,0.9714,2012-07-03
79.95,54.95,6.3557,0.9717,2012-07-05
79.61,55.47,6.364,0.9816,2012-07-06
79.66,55.87,6.3709,0.9827,2012-07-09
79.44,55.39,6.3654,0.9787,2012-07-10
79.7,55.52,6.3682,0.9754,2012-07-11
79.29,55.83,6.3732,0.9871,2012-07-12
79.2,55.1,6.3789,0.9792,2012-07-13
78.8,55.05,6.3784,0.9769,2012-07-16
79.04,55.03,6.3725,0.9727,2012-07-17
78.79,55.33,6.369,0.9665,2012-07-18
78.6,55.16,6.3724,0.9594,2012-07-19
78.49,55.27,6.3734,0.9631,2012-07-20
78.38,55.92,6.3856,0.9737,2012-07-23
78.19,56.22,6.3857,0.9753,2012-07-24
78.21,56.1,6.3879,0.9732,2012-07-25
78.24,55.59,6.3839,0.9625,2012-07-26
78.55,55.39,6.3807,0.9578,2012-07-27
78.2,55.42,6.3792,0.9534,2012-07-30
78.1,55.55,6.361,0.9504,2012-07-31
78.19,55.47,6.368,0.9508,2012-08-01
78.22,55.84,6.3671,0.9568,2012-08-02
78.6,55.75,6.3721,0.9464,2012-08-03
78.17,55.52,6.3738,0.9442,2012-08-06
78.71,55.06,6.3664,0.946,2012-08-07
78.44,55.28,6.361,0.9458,2012-08-08
78.64,55.17,6.3579,0.9463,2012-08-09
78.24,55.18,6.3599,0.9462,2012-08-10
78.34,55.34,6.3611,0.9517,2012-08-13
78.82,55.66,6.3586,0.9518,2012-08-14
78.89,55.66,6.3619,0.9516,2012-08-15
79.25,55.62,6.3659,0.9519,2012-08-16
79.5,55.62,6.358,0.959,2012-08-17
79.41,55.5,6.3592,0.9563,2012-08-20
79.43,55.46,6.3559,0.953,2012-08-21
79.19,55.5,6.3515,0.9573,2012-08-22
78.46,55.14,6.3535,0.9543,2012-08-23
78.65,55.41,6.3542,0.9605,2012-08-24
78.67,55.68,6.3558,0.9627,2012-08-27
78.5,55.65,6.3525,0.9631,2012-08-28
78.72,55.69,6.3513,0.9647,2012-08-29
78.55,55.63,6.3494,0.9708,2012-08-30
78.3,55.52,6.3484,0.9677,2012-08-31
78.35,55.61,6.3465,0.9775,2012-09-04
78.34,55.88,6.3489,0.9809,2012-09-05
78.96,55.64,6.3428,0.972,2012-09-06
78.14,55.27,6.3428,0.9625,2012-09-07
78.24,55.44,6.3375,0.965,2012-09-10
77.78,55.25,6.3349,0.9577,2012-09-11
77.86,55.21,6.3261,0.9567,2012-09-12
77.41,55.34,6.3294,0.957,2012-09-13
78.22,53.3,6.3145,0.9469,2012-09-14
78.68,53.88,6.317,0.9533,2012-09-17
78.59,53.9,6.3187,0.9573,2012-09-18
78.4,53.99,6.3091,0.9542,2012-09-19
78.3,54.26,6.3036,0.9606,2012-09-20
78.17,53.46,6.3051,0.9552,2012-09-21
77.9,53.43,6.309,0.96,2012-09-24
77.91,53.36,6.3057,0.9574,2012-09-25
77.78,53.52,6.3015,0.9655,2012-09-26
77.62,52.99,6.3021,0.9579,2012-09-27
77.92,52.92,6.2848,0.9626,2012-09-28
78,52.46,6.284,0.9639,2012-10-01
78.01,52.42,6.284,0.9716,2012-10-02
78.57,52.25,6.284,0.9787,2012-10-03
78.44,51.74,6.284,0.9776,2012-10-04
78.66,51.77,6.284,0.9787,2012-10-05
78.23,52.73,6.2877,0.9815,2012-10-09
78.26,53.05,6.2831,0.9764,2012-10-10
78.44,52.66,6.2765,0.9746,2012-10-11
78.31,52.81,6.267,0.9777,2012-10-12
78.76,53.09,6.27,0.9761,2012-10-15
78.92,52.89,6.2637,0.9737,2012-10-16
78.74,52.86,6.254,0.9634,2012-10-17
79.24,53.46,6.2501,0.9618,2012-10-18
79.26,54.08,6.2533,0.9682,2012-10-19
79.84,53.51,6.2543,0.9692,2012-10-22
79.79,53.72,6.2478,0.9757,2012-10-23
79.82,53.73,6.2478,0.9676,2012-10-24
80.04,53.55,6.2416,0.9663,2012-10-25
79.63,53.55,6.248,0.9654,2012-10-26
79.81,54.1,6.2384,0.9681,2012-10-29
79.58,53.96,6.2396,0.9643,2012-10-30
79.94,53.8,6.2372,0.9643,2012-10-31
80.14,53.76,6.2393,0.9614,2012-11-01
80.53,53.75,6.2411,0.9646,2012-11-02
80.17,54.6,6.2452,0.9643,2012-11-05
80.28,54.42,6.2454,0.958,2012-11-06
79.85,54.37,6.2435,0.9608,2012-11-07
79.74,54.3,6.2427,0.9589,2012-11-08
79.46,54.61,6.245,0.962,2012-11-09
79.42,54.82,6.226,0.9584,2012-11-13
80.2,54.87,6.225,0.9618,2012-11-14
81.16,54.65,6.2329,0.9695,2012-11-15
81.28,55.16,6.2354,0.9692,2012-11-16
81.18,55.05,6.2343,0.961,2012-11-19
81.72,55.1,6.2324,0.9631,2012-11-20
82.36,55.14,6.23,0.9667,2012-11-21
82.34,55.44,6.2275,0.9568,2012-11-23
82.11,55.63,6.2253,0.9569,2012-11-26
82.23,55.35,6.2221,0.9559,2012-11-27
81.84,55.7,6.2273,0.9551,2012-11-28
82.06,54.71,6.2281,0.9594,2012-11-29
82.54,54.26,6.2265,0.9589,2012-11-30
82.24,54.66,6.2277,0.9585,2012-12-03
81.86,54.73,6.2254,0.9545,2012-12-04
82.4,54.46,6.2251,0.956,2012-12-05
82.29,54.31,6.2282,0.9532,2012-12-06
82.37,54.35,6.2299,0.9537,2012-12-07
82.37,54.42,6.2296,0.9531,2012-12-10
82.42,54.31,6.246,0.9508,2012-12-11
83.1,54.23,6.2502,0.9489,2012-12-12
83.54,54.36,6.2316,0.9498,2012-12-13
83.52,54.49,6.241,0.9474,2012-12-14
83.7,54.68,6.236,0.948,2012-12-17
84,54.91,6.2322,0.9499,2012-12-18
84.32,54.67,6.2293,0.9527,2012-12-19
84.33,54.92,6.2297,0.9544,2012-12-20
84.1,55.06,6.2284,0.9597,2012-12-21
84.81,54.95,6.2335,0.9643,2012-12-24
85.62,54.86,6.2351,0.9662,2012-12-26
86.06,54.94,6.2358,0.9653,2012-12-27
86.12,54.77,6.2315,0.963,2012-12-28
86.64,54.86,6.2301,0.9622,2012-12-31
87.1,54.23,6.2301,0.9531,2013-01-02
86.92,54.46,6.2301,0.951,2013-01-03
88.14,54.93,6.2303,0.9566,2013-01-04
87.68,55.2,6.2294,0.9543,2013-01-07
87.31,55.02,6.2235,0.9537,2013-01-08
87.9,54.79,6.226,0.9508,2013-01-09
88.16,54.49,6.223,0.9453,2013-01-10
89.22,54.81,6.2156,0.9489,2013-01-11
89.34,54.5,6.219,0.9469,2013-01-14
88.65,54.58,6.2134,0.9471,2013-01-15
88.64,54.66,6.216,0.9467,2013-01-16
89.41,54.35,6.2158,0.9488,2013-01-17
89.9,53.82,6.2152,0.9528,2013-01-18
88.62,53.72,6.2196,0.9472,2013-01-22
88.44,53.66,6.2178,0.9474,2013-01-23
90.04,53.67,6.2179,0.9554,2013-01-24
91.04,53.78,6.2203,0.9596,2013-01-25
90.73,53.97,6.224,0.9614,2013-01-28
90.65,53.64,6.2259,0.9555,2013-01-29
91.05,53.21,6.2204,0.9595,2013-01-30
91.28,53.32,6.2186,0.9585,2013-01-31
92.54,53.16,6.2265,0.9604,2013-02-01
92.57,53.24,6.2326,0.9595,2013-02-04
93.34,52.99,6.2292,0.9626,2013-02-05
93.56,53.07,6.2315,0.9688,2013-02-06
93.24,53.22,6.2323,0.9723,2013-02-07
92.72,53.58,6.2323,0.9691,2013-02-08
93.44,53.95,6.2323,0.9722,2013-02-11
93.14,53.75,6.2323,0.9701,2013-02-12
93.39,53.79,6.2323,0.9667,2013-02-13
93.1,53.94,6.2323,0.9663,2013-02-14
93.64,54.28,6.2323,0.9705,2013-02-15
93.54,54.26,6.2438,0.9662,2013-02-19
93.53,54.18,6.2371,0.9722,2013-02-20
92.96,54.47,6.2403,0.9755,2013-02-21
93.35,54.28,6.2346,0.9692,2013-02-22
93.35,53.96,6.2337,0.9724,2013-02-25
91.38,54.14,6.2293,0.9796,2013-02-26
91.88,53.72,6.2271,0.9802,2013-02-27
92.36,54.37,6.2213,0.9765,2013-02-28
93.38,54.9,6.2226,0.9794,2013-03-01
93.32,54.92,6.2246,0.9839,2013-03-04
93.39,54.87,6.2208,0.9768,2013-03-05
93.64,54.83,6.2173,0.9758,2013-03-06
95,54.45,6.22,0.9744,2013-03-07
96,54.32,6.2145,0.9778,2013-03-08
96.12,54.38,6.2179,0.9743,2013-03-11
95.96,54.19,6.216,0.9693,2013-03-12
96,54.3,6.2137,0.9714,2013-03-13
96.16,54.22,6.2145,0.9627,2013-03-14
95.26,54.06,6.2133,0.9617,2013-03-15
94.92,54.1,6.2156,0.9622,2013-03-18
94.85,54.4,6.2154,0.965,2013-03-19
95.51,54.32,6.2117,0.9626,2013-03-20
95.06,54.27,6.2141,0.9579,2013-03-21
94.48,54.3,6.212,0.9572,2013-03-22
94.34,54.22,6.2105,0.9568,2013-03-25
94.22,54.42,6.2108,0.9538,2013-03-26
94.38,54.45,6.2138,0.9583,2013-03-27
94.02,54.44,6.2143,0.959,2013-03-28
94.16,54.52,6.2108,0.9607,2013-03-29
93.3,54.28,6.2078,0.9596,2013-04-01
93.43,54.43,6.1992,0.9563,2013-04-02
92.96,54.46,6.1962,0.9541,2013-04-03
96.12,54.91,6.2005,0.9618,2013-04-04
96.86,54.75,6.2005,0.9629,2013-04-05
98.9,54.58,6.2031,0.9626,2013-04-08
99.02,54.47,6.2022,0.9533,2013-04-09
99.61,54.41,6.1938,0.9489,2013-04-10
99.42,54.36,6.1961,0.9466,2013-04-11
98.98,54.62,6.1914,0.9521,2013-04-12
98,54.48,6.1866,0.9622,2013-04-15
97.86,54.08,6.1824,0.9647,2013-04-16
97.74,54.16,6.172,0.9703,2013-04-17
98.22,53.95,6.1811,0.9708,2013-04-18
99.28,53.98,6.1772,0.9712,2013-04-19
99.29,54.19,6.1823,0.9751,2013-04-22
99.43,54.39,6.179,0.9745,2013-04-23
99.39,54.22,6.1782,0.975,2013-04-24
99.42,54.11,6.1707,0.9701,2013-04-25
97.84,54.41,6.1647,0.9732,2013-04-26
98.09,54.2,6.1647,0.9664,2013-04-29
97.52,53.68,6.1647,0.9641,2013-04-30
97.28,53.65,6.1647,0.9723,2013-05-01
97.96,53.79,6.156,0.9747,2013-05-02
99.1,53.8,6.1555,0.9696,2013-05-03
99.35,54.13,6.1665,0.9758,2013-05-06
99,54.06,6.1539,0.9841,2013-05-07
98.9,54.08,6.141,0.982,2013-05-08
99.29,54.34,6.1306,0.9812,2013-05-09
101.74,54.94,6.1415,1.0013,2013-05-10
101.84,54.85,6.1465,1.0035,2013-05-13
102.18,54.5,6.1426,1.0098,2013-05-14
102.44,54.78,6.1454,1.0117,2013-05-15
102.22,54.68,6.1487,1.0156,2013-05-16
102.98,55.17,6.141,1.027,2013-05-17
102.54,55.02,6.1386,1.0217,2013-05-20
102.36,55.42,6.1353,1.0204,2013-05-21
103.52,55.62,6.1309,1.0324,2013-05-22
101.66,55.7,6.1337,1.0247,2013-05-23
100.98,55.78,6.1311,1.0336,2013-05-24
102.07,56.07,6.1213,1.0371,2013-05-28
100.91,56.28,6.1264,1.0382,2013-05-29
101.06,56.5,6.1307,1.035,2013-05-30
100.83,56.5,6.134,1.0408,2013-05-31
99.18,56.66,6.1312,1.0235,2013-06-03
100.15,56.43,6.1285,1.0373,2013-06-04
99.16,56.84,6.1276,1.049,2013-06-05
97.76,56.92,6.1359,1.0425,2013-06-06
97.2,56.57,6.1333,1.0533,2013-06-07
98.88,58.13,6.1333,1.0561,2013-06-10
96.82,58.34,6.1333,1.0615,2013-06-11
95.36,57.82,6.1333,1.0512,2013-06-12
94.29,58.07,6.1341,1.0416,2013-06-13
94.34,57.56,6.1306,1.0431,2013-06-14
94.87,57.97,6.1248,1.0481,2013-06-17
95.2,58.79,6.1283,1.0534,2013-06-18
95.22,58.7,6.1264,1.0487,2013-06-19
98.18,59.57,6.1277,1.0884,2013-06-20
97.48,59.43,6.1328,1.088,2013-06-21
97.7,59.8,6.1441,1.0827,2013-06-24
97.87,59.66,6.1448,1.0813,2013-06-25
97.43,60.7,6.1468,1.0763,2013-06-26
98.4,60.19,6.1488,1.0774,2013-06-27
99.21,59.52,6.1374,1.0911,2013-06-28
99.62,59.38,6.1325,1.0814,2013-07-01
100.43,59.54,6.1327,1.0919,2013-07-02
99.82,60.21,6.1301,1.1005,2013-07-03
100.94,60.23,6.1324,1.1025,2013-07-05
101.07,60.75,6.1337,1.0972,2013-07-08
101.08,60.09,6.1293,1.0916,2013-07-09
100.1,59.88,6.1336,1.0935,2013-07-10
98.8,59.82,6.135,1.093,2013-07-11
99.39,59.88,6.1373,1.1051,2013-07-12
100.04,59.89,6.1373,1.1006,2013-07-15
99.37,59.29,6.1345,1.0839,2013-07-16
99.7,59.34,6.1351,1.0859,2013-07-17
100.6,59.59,6.1408,1.0927,2013-07-18
100.3,59.37,6.1377,1.087,2013-07-19
99.6,59.71,6.1404,1.0808,2013-07-22
99.76,59.64,6.1369,1.08,2013-07-23
100.21,59.14,6.1358,1.0886,2013-07-24
99.56,59.01,6.1346,1.0879,2013-07-25
98.24,59.08,6.1316,1.082,2013-07-26
97.8,59.33,6.1323,1.0858,2013-07-29
98.02,60.8,6.1315,1.1038,2013-07-30
98.35,60.77,6.1284,1.1164,2013-07-31
99.3,60.45,6.1302,1.1212,2013-08-01
99.04,60.88,6.1293,1.1235,2013-08-02
98.54,60.88,6.1245,1.1218,2013-08-05
97.85,60.78,6.1215,1.1146,2013-08-06
96.72,61.2,6.119,1.1094,2013-08-07
96.03,60.72,6.1207,1.0976,2013-08-08
96.24,60.34,6.1217,1.0885,2013-08-09
96.44,61.15,6.1218,1.0897,2013-08-12
98.06,61.33,6.1217,1.0997,2013-08-13
98.15,61.27,6.1191,1.0941,2013-08-14
97.81,61.41,6.1123,1.0983,2013-08-15
97.6,61.65,6.1145,1.0878,2013-08-16
97.94,63.13,6.1227,1.0951,2013-08-19
97.12,63.21,6.1241,1.0996,2013-08-20
97.66,64.11,6.1229,1.1095,2013-08-21
98.53,64.55,6.1206,1.1079,2013-08-22
98.57,63.22,6.12,1.1064,2013-08-23
98.64,64.26,6.1202,1.1063,2013-08-26
97.3,66.24,6.1212,1.1156,2013-08-27
97.65,68.8,6.1202,1.1174,2013-08-28
98.46,66.55,6.1203,1.1206,2013-08-29
98.22,65.71,6.1193,1.1235,2013-08-30
99.43,67.71,6.1204,1.1044,2013-09-03
99.61,67.08,6.1199,1.0885,2013-09-04
100.08,66.01,6.1194,1.0951,2013-09-05
99.04,65.23,6.1202,1.0864,2013-09-06
99.55,65.24,6.1209,1.0831,2013-09-09
100.22,63.83,6.1195,1.0765,2013-09-10
100.08,63.26,6.1183,1.0739,2013-09-11
99.24,63.42,6.1178,1.0786,2013-09-12
99.38,63.36,6.1186,1.0819,2013-09-13
98.98,62.83,6.1198,1.0717,2013-09-16
99.16,63.36,6.1213,1.0679,2013-09-17
99.04,63.37,6.121,1.0702,2013-09-18
99.33,61.76,6.121,1.0589,2013-09-19
99.38,62.27,6.121,1.0642,2013-09-20
98.76,62.57,6.1201,1.0589,2013-09-23
98.76,62.72,6.1208,1.0634,2013-09-24
98.62,62.2,6.119,1.0654,2013-09-25
98.95,61.68,6.1194,1.0691,2013-09-26
98.3,62.48,6.1179,1.0725,2013-09-27
98.29,62.58,6.12,1.0704,2013-09-30
98.05,62.46,6.12,1.0653,2013-10-01
97.36,62.46,6.12,1.0677,2013-10-02
97.08,61.97,6.12,1.0659,2013-10-03
97.2,61.42,6.12,1.059,2013-10-04
97.02,61.79,6.12,1.0598,2013-10-07
96.94,61.79,6.1206,1.0583,2013-10-08
97.23,61.92,6.1209,1.06,2013-10-09
98.09,61.3,6.1156,1.0564,2013-10-10
98.42,61.07,6.1204,1.0556,2013-10-11
98.58,61.84,6.1026,1.0501,2013-10-15
98.9,61.72,6.0996,1.0494,2013-10-16
97.85,61.13,6.098,1.0371,2013-10-17
97.77,61.26,6.0966,1.034,2013-10-18
98.14,61.56,6.0924,1.035,2013-10-21
98.18,61.64,6.0925,1.0304,2013-10-22
97.28,61.54,6.0833,1.0382,2013-10-23
97.36,61.48,6.0815,1.0416,2013-10-24
97.46,61.4,6.0838,1.0441,2013-10-25
97.7,61.54,6.0853,1.045,2013-10-28
98.09,61.34,6.0897,1.0529,2013-10-29
98.14,61.09,6.0936,1.0536,2013-10-30
98.1,61.61,6.0943,1.0559,2013-10-31
98.78,61.84,6.0993,1.0595,2013-11-01
98.62,61.74,6.098,1.0515,2013-11-04
98.6,61.76,6.0966,1.0541,2013-11-05
98.6,62.48,6.0925,1.0506,2013-11-06
98.56,62.41,6.0906,1.0561,2013-11-07
99.03,62.48,6.0903,1.066,2013-11-08
99.65,63.73,6.0917,1.0764,2013-11-12
99.31,63.28,6.0926,1.0725,2013-11-13
99.93,63.12,6.092,1.0728,2013-11-14
100.17,62.97,6.092,1.0678,2013-11-15
100.04,62.07,6.0918,1.0638,2013-11-18
100.14,62.26,6.0924,1.0625,2013-11-19
100.02,62.34,6.0925,1.0673,2013-11-20
100.95,62.94,6.0914,1.0812,2013-11-21
101.29,62.72,6.0935,1.0913,2013-11-22
101.7,62.37,6.0916,1.0931,2013-11-25
101.38,62.47,6.0925,1.0965,2013-11-26
102.18,62.47,6.0922,1.1023,2013-11-27
102.45,62.39,6.0922,1.0959,2013-11-29
103.04,62.3,6.0927,1.0991,2013-12-02
102.36,62.38,6.0914,1.0961,2013-12-03
102.48,61.9,6.0913,1.11,2013-12-04
101.82,61.6,6.0903,1.1027,2013-12-05
102.88,61.43,6.0815,1.1,2013-12-06
103.22,60.87,6.0643,1.1008,2013-12-09
102.8,61.04,6.0705,1.0929,2013-12-10
102.38,61.38,6.0712,1.103,2013-12-11
103.11,61.85,6.071,1.1204,2013-12-12
103.28,62.16,6.071,1.1159,2013-12-13
102.91,61.68,6.0713,1.115,2013-12-16
102.63,61.92,6.0707,1.1232,2013-12-17
103.18,62.06,6.0713,1.1256,2013-12-18
104.16,62.14,6.0711,1.1289,2013-12-19
104.07,61.98,6.0711,1.1213,2013-12-20
104.06,61.83,6.0697,1.1186,2013-12-23
104.26,61.75,6.0712,1.1211,2013-12-24
104.72,62.15,6.0744,1.1255,2013-12-26
105.05,61.92,6.0684,1.1254,2013-12-27
105,61.77,6.0617,1.1208,2013-12-30
105.25,61.92,6.0537,1.1199,2013-12-31
104.84,62.31,6.0504,1.1206,2014-01-02
104.46,62.17,6.0505,1.1141,2014-01-03
104.38,62.31,6.0524,1.1159,2014-01-06
104.54,62.3,6.0507,1.1207,2014-01-07
104.87,62.07,6.051,1.1225,2014-01-08
104.74,62.07,6.054,1.1254,2014-01-09
104.06,61.45,6.0519,1.113,2014-01-10
103.31,61.52,6.0432,1.1046,2014-01-13
103.8,61.51,6.0402,1.1136,2014-01-14
104.42,61.54,6.0459,1.1204,2014-01-15
104.32,61.54,6.0555,1.1361,2014-01-16
104.32,61.54,6.05,1.1392,2014-01-17
104.14,61.94,6.0503,1.1362,2014-01-21
104.36,61.86,6.0508,1.1313,2014-01-22
103.65,62.11,6.0515,1.1397,2014-01-23
102.41,62.68,6.0486,1.1474,2014-01-24
102.26,63.09,6.0478,1.1448,2014-01-27
102.8,62.56,6.0506,1.1403,2014-01-28
102.2,62.46,6.0554,1.1412,2014-01-29
102.83,62.56,6.06,1.1401,2014-01-30
102.28,62.63,6.059,1.1438,2014-01-31
101.11,62.63,6.06,1.1393,2014-02-03
101.62,62.27,6.06,1.1192,2014-02-04
101.38,62.57,6.06,1.1222,2014-02-05
101.84,62.14,6.06,1.1152,2014-02-06
102.32,62.09,6.0629,1.1162,2014-02-07
102.14,62.44,6.0591,1.1181,2014-02-10
102.63,62.15,6.0601,1.1056,2014-02-11
102.48,61.84,6.0614,1.1077,2014-02-12
102.2,62.23,6.0631,1.1137,2014-02-13
101.82,61.87,6.0666,1.1083,2014-02-14
102.31,62.2,6.0671,1.1063,2014-02-18
102.3,62.32,6.0762,1.1078,2014-02-19
102.32,62.21,6.0832,1.1135,2014-02-20
102.71,62.13,6.0912,1.1159,2014-02-21
102.44,62.07,6.0982,1.106,2014-02-24
102.2,61.96,6.1243,1.108,2014-02-25
102.36,62.11,6.1243,1.1158,2014-02-26
102.12,62.11,6.1279,1.1161,2014-02-27
102.08,61.78,6.1448,1.1194,2014-02-28
101.36,62.17,6.146,1.1199,2014-03-03
102.18,61.91,6.143,1.1186,2014-03-04
102.32,61.75,6.128,1.1131,2014-03-05
103.03,60.89,6.1183,1.0989,2014-03-06
103.38,61.24,6.1258,1.1024,2014-03-07
103.23,60.84,6.1383,1.1085,2014-03-10
103.18,61.01,6.1397,1.1086,2014-03-11
102.74,61.01,6.1448,1.1146,2014-03-12
102.12,61.2,6.1359,1.104,2014-03-13
101.46,61.19,6.15,1.1062,2014-03-14
101.62,61.08,6.1779,1.0999,2014-03-17
101.37,61.1,6.1918,1.0948,2014-03-18
101.54,60.95,6.1934,1.0985,2014-03-19
102.39,61.33,6.2273,1.106,2014-03-20
102.38,60.9,6.2248,1.1001,2014-03-21
102.21,60.78,6.1956,1.0958,2014-03-24
102.32,60.27,6.201,1.0933,2014-03-25
102.3,60.13,6.2084,1.084,2014-03-26
102.1,60.26,6.2123,1.0797,2014-03-27
102.92,59.89,6.2117,1.0824,2014-03-28
102.98,60,6.2164,1.0782,2014-03-31
103.52,59.86,6.2064,1.0808,2014-04-01
103.82,59.9,6.2054,1.0827,2014-04-02
103.94,60.35,6.2102,1.0847,2014-04-03
103.39,60.08,6.2118,1.0762,2014-04-04
103.04,60.11,6.2118,1.0793,2014-04-07
102.12,60.08,6.1966,1.0688,2014-04-08
101.85,60.09,6.2003,1.0675,2014-04-09
101.43,60.07,6.2123,1.0611,2014-04-10
101.56,60.18,6.2111,1.0637,2014-04-11
101.81,60.32,6.2186,1.0628,2014-04-14
101.6,60.34,6.2215,1.0704,2014-04-15
102.3,60.22,6.2204,1.0661,2014-04-16
102.22,60.29,6.2188,1.0708,2014-04-17
102.43,60.29,6.224,1.0718,2014-04-18
102.56,60.59,6.2269,1.071,2014-04-21
102.6,60.8,6.2373,1.0678,2014-04-22
102.26,61.17,6.2374,1.0772,2014-04-23
102.34,61.11,6.2484,1.0803,2014-04-24
102.12,60.64,6.2534,1.0785,2014-04-25
102.46,60.69,6.252,1.0806,2014-04-28
102.57,60.23,6.2578,1.0792,2014-04-29
102.14,60.21,6.2591,1.0774,2014-04-30
102.3,60.11,6.2591,1.0782,2014-05-01
102.34,60.02,6.2591,1.0803,2014-05-02
102.06,60.21,6.2453,1.0781,2014-05-05
101.57,59.97,6.2255,1.0684,2014-05-06
101.72,60.01,6.2349,1.0711,2014-05-07
101.66,60.06,6.2272,1.0659,2014-05-08
101.74,60,6.227,1.0686,2014-05-09
102.1,59.48,6.2364,1.0679,2014-05-12
102.2,59.44,6.2283,1.0673,2014-05-13
101.75,59.49,6.2282,1.0662,2014-05-14
101.44,59.38,6.2291,1.07,2014-05-15
101.5,58.62,6.2327,1.0676,2014-05-16
101.26,58.38,6.2368,1.0703,2014-05-19
101.26,58.58,6.2377,1.08,2014-05-20
101.44,58.66,6.2335,1.0852,2014-05-21
101.76,58.3,6.2348,1.0844,2014-05-22
101.88,58.36,6.2363,1.0828,2014-05-23
102.14,58.9,6.2471,1.0823,2014-05-27
101.78,58.94,6.2535,1.0838,2014-05-28
101.58,58.9,6.2375,1.0765,2014-05-29
101.77,59.16,6.2471,1.0755,2014-05-30
