Japan,India,China,Australia,date
89.14,46.4,6.83,1.0814,2009-11-23
88.58,46.31,6.8292,1.0906,2009-11-24
87.65,46.18,6.8272,1.0774,2009-11-25
86.87,46.55,6.8272,1.1002,2009-11-27
86.12,46.44,6.8265,1.0937,2009-11-30
86.62,46.21,6.827,1.0812,2009-12-01
87.13,46.24,6.826,1.0797,2009-12-02
88.2,46,6.8269,1.0793,2009-12-03
89.87,46.1,6.8261,1.093,2009-12-04
89.44,46.45,6.8288,1.0953,2009-12-07
88.41,46.6,6.8275,1.101,2009-12-08
87.83,46.51,6.8275,1.1017,2009-12-09
88.2,46.5,6.8264,1.0913,2009-12-10
89.23,46.47,6.8269,1.0975,2009-12-11
88.65,46.65,6.8281,1.0922,2009-12-14
89.91,46.7,6.827,1.103,2009-12-15
89.52,46.57,6.8279,1.1094,2009-12-16
90.35,46.85,6.8286,1.1293,2009-12-17
90.47,46.69,6.828,1.1279,2009-12-18
90.95,46.8,6.8284,1.1321,2009-12-21
91.67,46.78,6.8285,1.1393,2009-12-22
91.52,46.8,6.8282,1.1349,2009-12-23
91.69,46.72,6.8271,1.1328,2009-12-24
91.57,46.44,6.8299,1.1268,2009-12-28
91.95,46.56,6.8289,1.115,2009-12-29
92.66,46.56,6.8244,1.1179,2009-12-30
93.08,46.4,6.8259,1.1137,2009-12-31
92.55,46.27,6.8273,1.0949,2010-01-04
91.48,46.13,6.8258,1.0937,2010-01-05
92.53,45.72,6.8272,1.0883,2010-01-06
93.31,45.67,6.828,1.0908,2010-01-07
92.7,45.5,6.8274,1.0848,2010-01-08
91.9,45.35,6.8263,1.0758,2010-01-11
90.95,45.6,6.8267,1.082,2010-01-12
91.38,45.47,6.8295,1.084,2010-01-13
91.03,45.55,6.8265,1.0746,2010-01-14
90.79,45.8,6.8269,1.083,2010-01-15
91.13,45.84,6.8268,1.0832,2010-01-19
91.23,46.1,6.8258,1.1007,2010-01-20
90.25,46.1,6.8268,1.1046,2010-01-21
90.07,46.21,6.827,1.105,2010-01-22
90.12,46.06,6.8268,1.1074,2010-01-25
89.41,46.3,6.8268,1.1152,2010-01-27
90.08,46.35,6.8267,1.1082,2010-01-28
90.38,46.08,6.8268,1.127,2010-01-29
90.8,46.27,6.826,1.1265,2010-02-01
90.39,46.11,6.827,1.1308,2010-02-02
91.11,45.97,6.826,1.134,2010-02-03
89.11,46.21,6.828,1.1566,2010-02-04
89.25,46.72,6.8275,1.1605,2010-02-05
89.32,46.79,6.8265,1.1504,2010-02-08
89.45,46.49,6.8267,1.14,2010-02-09
89.88,46.36,6.828,1.1442,2010-02-10
89.82,46.39,6.8328,1.1254,2010-02-11
90,46.44,6.8326,1.1313,2010-02-12
90.46,45.99,6.8326,1.1119,2010-02-16
90.79,46,6.8326,1.1119,2010-02-17
91.43,46.2,6.833,1.1147,2010-02-18
91.94,46.24,6.829,1.1168,2010-02-19
91.11,46.15,6.8264,1.1119,2010-02-22
90.04,46.25,6.8267,1.1192,2010-02-23
90.06,46.27,6.8269,1.1184,2010-02-24
88.85,46.29,6.8267,1.1349,2010-02-25
88.84,46.05,6.8258,1.1159,2010-02-26
89.28,46.01,6.8263,1.111,2010-03-01
88.95,46.01,6.8265,1.1058,2010-03-02
88.43,45.55,6.8258,1.1017,2010-03-03
89.02,45.82,6.8258,1.1115,2010-03-04
90.32,45.49,6.826,1.1031,2010-03-05
90.3,45.5,6.8261,1.1008,2010-03-08
89.89,45.6,6.8263,1.0943,2010-03-09
90.62,45.35,6.8259,1.0905,2010-03-10
90.6,45.49,6.8266,1.0929,2010-03-11
90.46,45.48,6.8254,1.0927,2010-03-12
90.45,45.55,6.8259,1.0969,2010-03-15
90.43,45.45,6.8257,1.0931,2010-03-16
90.42,45.28,6.8259,1.084,2010-03-17
90.46,45.45,6.8261,1.0868,2010-03-18
90.5,45.31,6.8265,1.0912,2010-03-19
90.02,45.52,6.8266,1.0924,2010-03-22
90.24,45.5,6.8263,1.0886,2010-03-23
91.89,45.4,6.8266,1.1001,2010-03-24
92.69,45.5,6.827,1.0966,2010-03-25
92.56,45.16,6.8269,1.106,2010-03-26
92.65,44.94,6.8264,1.0927,2010-03-29
92.89,45.06,6.8258,1.089,2010-03-30
93.4,44.95,6.8258,1.0906,2010-03-31
93.83,44.79,6.8263,1.0855,2010-04-01
94.51,44.74,6.8255,1.0885,2010-04-02
94.28,44.39,6.8256,1.0858,2010-04-05
93.81,44.41,6.825,1.0806,2010-04-06
93.59,44.44,6.8254,1.0768,2010-04-07
93.16,44.41,6.824,1.0772,2010-04-08
93.28,44.1,6.8229,1.0723,2010-04-09
93.21,44.41,6.8252,1.0756,2010-04-12
92.78,44.4675,6.8255,1.0783,2010-04-13
93.01,44.2,6.8258,1.0685,2010-04-14
93.04,44.32,6.826,1.0727,2010-04-15
92.03,44.3,6.8253,1.0808,2010-04-16
92.18,44.72,6.8262,1.0887,2010-04-19
93.28,44.5,6.8253,1.0739,2010-04-20
93.24,44.54,6.8275,1.0778,2010-04-21
93.01,44.52,6.8263,1.0815,2010-04-22
94.18,44.42,6.827,1.0835,2010-04-23
94.06,44.33,6.8266,1.0784,2010-04-26
93.01,44.41,6.8256,1.0905,2010-04-27
94.07,44.54,6.8245,1.0846,2010-04-28
94.16,44.61,6.8259,1.0779,2010-04-29
94.24,44.2,6.8247,1.0746,2010-04-30
94.68,44.46,6.8245,1.0805,2010-05-03
94.58,44.62,6.826,1.0959,2010-05-04
94.3,44.82,6.8263,1.0995,2010-05-05
92.22,45.29,6.8265,1.1187,2010-05-06
91.67,45.4,6.8254,1.1249,2010-05-07
93.39,44.84,6.8263,1.1091,2010-05-10
92.83,45.1,6.8285,1.1123,2010-05-11
92.93,45.08,6.827,1.1203,2010-05-12
92.7,45,6.8278,1.1114,2010-05-13
91.94,45.2,6.8263,1.1254,2010-05-14
92.08,45.51,6.8274,1.1448,2010-05-17
92.52,45.51,6.8273,1.1459,2010-05-18
91.16,46.27,6.8269,1.1933,2010-05-19
90.07,46.8,6.8277,1.2121,2010-05-20
90.21,46.9,6.8262,1.2045,2010-05-21
90.49,46.97,6.8286,1.2013,2010-05-24
89.89,47.49,6.831,1.2237,2010-05-25
90.28,47.1,6.8292,1.2061,2010-05-26
90.71,46.71,6.8296,1.1811,2010-05-27
90.81,46.31,6.8305,1.1777,2010-05-28
91.16,47.08,6.8275,1.191,2010-06-01
92.21,46.89,6.8296,1.1969,2010-06-02
92.33,46.55,6.8283,1.1876,2010-06-03
91.83,46.85,6.8268,1.2079,2010-06-04
92,47.08,6.8322,1.2207,2010-06-07
91.3,46.82,6.8294,1.2148,2010-06-08
91.54,46.95,6.8285,1.1995,2010-06-09
91.04,46.89,6.8305,1.1808,2010-06-10
91.72,46.76,6.832,1.1774,2010-06-11
91.8,46.4,6.8323,1.1582,2010-06-14
91.25,46.41,6.8323,1.1606,2010-06-15
91.39,46.43,6.8323,1.1563,2010-06-16
90.92,46.22,6.829,1.1563,2010-06-17
90.79,45.96,6.8267,1.1496,2010-06-18
91.18,45.64,6.7968,1.134,2010-06-21
90.59,46,6.8127,1.1375,2010-06-22
89.82,46.185,6.8124,1.1443,2010-06-23
89.4,46.4775,6.8001,1.1533,2010-06-24
89.35,46.36,6.7911,1.1518,2010-06-25
89.23,46.2,6.796,1.1444,2010-06-28
88.39,46.4,6.7977,1.173,2010-06-29
88.49,46.41,6.7815,1.1792,2010-06-30
87.42,46.59,6.7807,1.1933,2010-07-01
87.69,46.55,6.7709,1.186,2010-07-02
87.55,46.76,6.7801,1.1689,2010-07-06
87.16,46.96,6.777,1.1671,2010-07-07
88.44,46.865,6.7763,1.1406,2010-07-08
88.48,46.66,6.772,1.1425,2010-07-09
88.53,46.66,6.7709,1.1451,2010-07-12
88.24,46.74,6.772,1.1337,2010-07-13
88.59,46.71,6.7714,1.1294,2010-07-14
87.41,46.5,6.7774,1.1388,2010-07-15
86.4,46.7,6.775,1.1485,2010-07-16
86.77,47.1,6.778,1.1505,2010-07-19
87.22,47.23,6.7781,1.1379,2010-07-20
87.3,47.08,6.7769,1.1333,2010-07-21
87,47.12,6.7795,1.1211,2010-07-22
87.31,46.9,6.7803,1.1178,2010-07-23
87.2,47.04,6.7788,1.1114,2010-07-26
87.88,46.25,6.7781,1.109,2010-07-27
87.62,46.7,6.778,1.1199,2010-07-28
86.87,46.53,6.776,1.1135,2010-07-29
86.43,46.35,6.7735,1.1049,2010-07-30
86.42,46.09,6.774,1.0947,2010-08-02
85.88,46.11,6.7728,1.0929,2010-08-03
86.26,46.02,6.772,1.0917,2010-08-04
85.83,46.06,6.7705,1.0952,2010-08-05
85.25,45.94,6.768,1.0911,2010-08-06
85.88,46.07,6.767,1.0905,2010-08-09
85.88,46.3,6.772,1.1006,2010-08-10
85.36,46.66,6.7745,1.1104,2010-08-11
85.83,46.7,6.7843,1.1156,2010-08-12
86.2,46.61,6.7957,1.1167,2010-08-13
85.33,46.68,6.8038,1.1141,2010-08-16
85.51,46.6,6.792,1.1029,2010-08-17
85.31,46.54,6.7911,1.1117,2010-08-18
85.27,46.35,6.7897,1.1201,2010-08-19
85.63,45.7,6.79,1.126,2010-08-20
85.16,46.5,6.7995,1.1198,2010-08-23
84.16,46.86,6.7966,1.1284,2010-08-24
84.56,46.87,6.7995,1.1355,2010-08-25
84.61,46.78,6.7998,1.126,2010-08-26
85.1,46.8,6.7977,1.1137,2010-08-27
84.67,46.87,6.8029,1.1186,2010-08-30
84.1,47.02,6.8069,1.1223,2010-08-31
84.48,46.74,6.8102,1.0997,2010-09-01
84.15,46.65,6.807,1.0984,2010-09-02
84.45,46.58,6.8014,1.0923,2010-09-03
83.75,46.82,6.7906,1.0937,2010-09-07
83.85,46.5,6.794,1.0887,2010-09-08
83.83,46.3,6.782,1.0813,2010-09-09
84.13,46.28,6.769,1.0801,2010-09-10
83.53,46.26,6.7595,1.0685,2010-09-13
83.05,46.15,6.743,1.0598,2010-09-14
85.63,46.23,6.738,1.0642,2010-09-15
85.72,46.14,6.725,1.0694,2010-09-16
85.77,45.88,6.723,1.0663,2010-09-17
85.74,45.65,6.7135,1.055,2010-09-20
85.36,45.59,6.7059,1.0554,2010-09-21
84.37,45.56,6.7035,1.0487,2010-09-22
84.32,45.56,6.7046,1.0484,2010-09-23
84.24,45.1,6.7035,1.0434,2010-09-24
84.17,44.94,6.6911,1.0393,2010-09-27
83.82,45.04,6.6904,1.0338,2010-09-28
83.61,44.8,6.6869,1.0294,2010-09-29
83.53,44.56,6.6905,1.0373,2010-09-30
83.3,44.41,6.6895,1.0299,2010-10-01
83.33,44.55,6.6912,1.0346,2010-10-04
83.17,44.46,6.6906,1.031,2010-10-05
82.8,44.25,6.6893,1.0224,2010-10-06
82.35,44.21,6.6903,1.0188,2010-10-07
81.86,44.39,6.671,1.0136,2010-10-08
81.74,44.55,6.6733,1.0154,2010-10-12
81.81,44.35,6.6634,1.0079,2010-10-13
81.44,44.05,6.6505,1.0057,2010-10-14
81.32,44.15,6.6397,1.0118,2010-10-15
81.16,44.26,6.644,1.0084,2010-10-18
81.6,44.3,6.6444,1.0248,2010-10-19
81.14,44.25,6.6518,1.0154,2010-10-20
81.16,44.25,6.6502,1.0165,2010-10-21
81.48,44.52,6.6583,1.0221,2010-10-22
80.61,44.39,6.6579,1.0067,2010-10-25
81.28,44.54,6.6625,1.0139,2010-10-26
81.55,44.4,6.6805,1.031,2010-10-27
80.99,44.36,6.6867,1.0218,2010-10-28
80.48,44.44,6.6707,1.0206,2010-10-29
80.66,44.36,6.6892,1.0124,2010-11-01
80.8,44,6.6775,1.001,2010-11-02
81.41,44.38,6.6758,1.0033,2010-11-03
80.61,44.08,6.6609,0.9859,2010-11-04
81.35,43.9,6.655,0.9864,2010-11-05
81.14,44.29,6.6791,0.9868,2010-11-08
81.15,44.25,6.6424,0.9881,2010-11-09
82.53,44.28,6.6335,0.9975,2010-11-10
82.44,44.78,6.6368,1.0095,2010-11-12
82.9,45.11,6.6418,1.0097,2010-11-15
83.41,45.51,6.6378,1.0251,2010-11-16
83.15,45.09,6.6415,1.0182,2010-11-17
83.64,45.14,6.633,1.0111,2010-11-18
83.49,45.25,6.6398,1.0156,2010-11-19
83.46,45.48,6.6414,1.0135,2010-11-22
82.86,45.56,6.6433,1.0277,2010-11-23
83.38,45.72,6.6529,1.0181,2010-11-24
84.08,45.82,6.6675,1.0373,2010-11-26
84.34,45.8,6.66,1.0423,2010-11-29
83.56,45.83,6.667,1.0409,2010-11-30
84,45.29,6.663,1.0336,2010-12-01
83.53,45.09,6.6609,1.0231,2010-12-02
82.73,44.9,6.6628,1.0125,2010-12-03
82.7,44.89,6.6483,1.0118,2010-12-06
83.04,44.7,6.6455,1.0107,2010-12-07
84.16,45,6.6616,1.0225,2010-12-08
83.85,45.13,6.6549,1.018,2010-12-09
83.87,45.1,6.655,1.0146,2010-12-10
83.57,45.18,6.6652,1.0058,2010-12-13
83.52,45.01,6.6563,1.0002,2010-12-14
84.04,45.38,6.6541,1.0084,2010-12-15
84.23,45.54,6.6635,1.0136,2010-12-16
84.15,45.16,6.6545,1.0148,2010-12-17
83.72,45.4,6.6745,1.0067,2010-12-20
83.76,45.19,6.658,1.0028,2010-12-21
83.56,45.05,6.645,0.9997,2010-12-22
82.97,45.06,6.645,0.9949,2010-12-23
82.91,45.26,6.6306,0.9974,2010-12-27
82.21,45,6.6247,0.9889,2010-12-28
81.9,44.97,6.62,0.9849,2010-12-29
81.67,44.8,6.6,0.9879,2010-12-30
81.56,44.59,6.5895,0.9804,2011-01-03
81.96,44.9,6.6065,0.9956,2011-01-04
83.22,45.35,6.585,0.9997,2011-01-05
83.15,45.15,6.626,1.0041,2011-01-06
83.04,45.35,6.6276,1.0046,2011-01-07
82.78,45.36,6.6364,1.0064,2011-01-10
83.36,45.08,6.6185,1.0129,2011-01-11
83.29,45.02,6.6037,1.0066,2011-01-12
82.72,45.02,6.6044,0.9997,2011-01-13
82.99,45.41,6.5876,1.0115,2011-01-14
82.66,45.32,6.5828,1.002,2011-01-18
82.03,45.5,6.5823,0.997,2011-01-19
83.02,45.77,6.5852,1.0134,2011-01-20
82.63,45.58,6.5831,1.0109,2011-01-21
82.44,45.51,6.5809,0.9999,2011-01-24
82.35,45.7,6.5824,1.0091,2011-01-25
82.27,45.46,6.5814,1.0052,2011-01-26
83.03,45.68,6.5814,1.0094,2011-01-27
82.03,45.83,6.5819,1.0075,2011-01-28
81.97,45.92,6.6017,1.0024,2011-01-31
81.48,45.65,6.5937,0.9879,2011-02-01
81.82,45.55,6.556,0.9938,2011-02-02
81.48,45.66,6.556,0.9859,2011-02-03
81.99,45.6,6.556,0.9863,2011-02-04
82.4,45.35,6.56,0.9863,2011-02-07
81.92,45.15,6.552,0.9827,2011-02-08
82.47,45.36,6.5914,0.9906,2011-02-09
83.11,45.64,6.5864,0.9939,2011-02-10
83.52,45.6,6.5917,0.9999,2011-02-11
83.32,45.44,6.5965,0.9976,2011-02-14
83.79,45.41,6.5884,1.0011,2011-02-15
83.73,45.4,6.5884,1.0016,2011-02-16
83.25,45.25,6.585,0.9885,2011-02-17
83.22,45.1,6.5731,0.9858,2011-02-18
82.94,45.15,6.5795,1.0008,2011-02-22
82.39,45.06,6.5741,0.9999,2011-02-23
81.67,45.4,6.572,0.9913,2011-02-24
81.76,45.26,6.5749,0.9847,2011-02-25
81.94,45.18,6.5713,0.9829,2011-02-28
81.86,44.82,6.57,0.9843,2011-03-01
81.62,44.81,6.5723,0.9845,2011-03-02
82.41,45.04,6.5717,0.9871,2011-03-03
82.35,44.89,6.567,0.989,2011-03-04
82.12,44.95,6.554,0.9891,2011-03-07
82.69,45.03,6.5684,0.9888,2011-03-08
82.78,44.88,6.558,0.989,2011-03-09
82.98,45.17,6.5731,0.9983,2011-03-10
81.77,45.24,6.5742,0.9891,2011-03-11
81.65,44.99,6.5696,0.9928,2011-03-14
80.82,45.22,6.573,1.0101,2011-03-15
80.17,45,6.5713,1.0161,2011-03-16
78.74,45.12,6.5743,1.018,2011-03-17
81.14,45.06,6.5689,1.0047,2011-03-18
81.11,44.98,6.5635,0.9956,2011-03-21
81,44.95,6.551,0.9883,2011-03-22
80.94,44.8,6.5591,0.9896,2011-03-23
80.82,44.69,6.558,0.9786,2011-03-24
81.12,44.6,6.5568,0.9726,2011-03-25
81.67,44.8,6.5643,0.9727,2011-03-28
82.38,44.7,6.56,0.9743,2011-03-29
82.98,44.75,6.5558,0.9691,2011-03-30
82.76,44.54,6.5483,0.9654,2011-03-31
84.05,44.44,6.5477,0.9627,2011-04-01
83.98,44.3,6.5385,0.966,2011-04-04
84.65,44.3,6.539,0.9666,2011-04-05
85.26,44.06,6.544,0.9592,2011-04-06
84.98,44.18,6.542,0.9564,2011-04-07
84.99,44.05,6.535,0.9496,2011-04-08
84.58,44.33,6.5381,0.9493,2011-04-11
83.79,44.17,6.5402,0.9551,2011-04-12
83.59,44.46,6.5333,0.952,2011-04-13
83.23,44.39,6.531,0.9503,2011-04-14
83.13,44.26,6.5317,0.9471,2011-04-15
82.43,44.36,6.5286,0.9533,2011-04-18
82.41,44.49,6.5303,0.9517,2011-04-19
82.58,44.33,6.5254,0.9366,2011-04-20
81.81,44.26,6.492,0.9305,2011-04-21
81.92,44.36,6.5067,0.9315,2011-04-22
81.93,44.41,6.5277,0.9331,2011-04-25
81.93,44.51,6.527,0.9283,2011-04-26
82.6,44,6.5112,0.9268,2011-04-27
81.57,44.42,6.501,0.918,2011-04-28
81.31,44.24,6.49,0.9143,2011-04-29
81.23,44.27,6.492,0.9116,2011-05-02
81.02,44.47,6.4955,0.9157,2011-05-03
80.69,44.35,6.4925,0.9289,2011-05-04
80.12,44.76,6.4931,0.9397,2011-05-05
80.51,44.72,6.4925,0.9291,2011-05-06
80.66,44.68,6.4937,0.9299,2011-05-09
80.75,44.75,6.4915,0.9257,2011-05-10
80.78,44.59,6.4915,0.9297,2011-05-11
80.75,44.98,6.4986,0.9388,2011-05-12
80.76,44.86,6.4977,0.9465,2011-05-13
80.82,45.15,6.5073,0.9416,2011-05-16
81.39,45.13,6.5057,0.9489,2011-05-17
81.37,45.06,6.5029,0.9419,2011-05-18
81.78,44.9,6.5042,0.9422,2011-05-19
81.64,44.99,6.4917,0.9395,2011-05-20
81.81,45.22,6.505,0.9527,2011-05-23
82.12,45.21,6.499,0.9474,2011-05-24
81.96,45.32,6.493,0.949,2011-05-25
81.44,45.33,6.4913,0.9443,2011-05-26
80.75,45.17,6.492,0.9336,2011-05-27
81.29,45.04,6.4786,0.9381,2011-05-31
80.82,44.84,6.478,0.9332,2011-06-01
80.98,44.86,6.4824,0.9419,2011-06-02
80.38,44.82,6.4796,0.9334,2011-06-03
80.19,44.78,6.4796,0.9314,2011-06-06
80.21,44.67,6.481,0.9334,2011-06-07
79.87,44.72,6.4754,0.9403,2011-06-08
80.07,44.64,6.4757,0.9397,2011-06-09
80.26,44.72,6.4801,0.9463,2011-06-10
80.16,44.85,6.483,0.9468,2011-06-13
80.5,44.74,6.4794,0.9354,2011-06-14
80.71,44.79,6.482,0.9415,2011-06-15
80.7,44.88,6.4746,0.9487,2011-06-16
80.1,44.76,6.47,0.9416,2011-06-17
80.26,44.92,6.472,0.9446,2011-06-20
80.15,44.84,6.465,0.9436,2011-06-21
80.06,44.82,6.4628,0.9405,2011-06-22
80.45,44.89,6.4676,0.9538,2011-06-23
80.32,44.99,6.4737,0.9503,2011-06-24
80.89,44.94,6.4815,0.9579,2011-06-27
80.85,45,6.4699,0.9505,2011-06-28
80.8,44.78,6.4633,0.9369,2011-06-29
80.64,44.59,6.4635,0.9318,2011-06-30
80.81,44.62,6.4645,0.9299,2011-07-01
81.14,44.35,6.466,0.9348,2011-07-05
80.9,44.48,6.467,0.9349,2011-07-06
81.26,44.32,6.4655,0.929,2011-07-07
80.64,44.41,6.4645,0.9322,2011-07-08
80.37,44.48,6.4671,0.9379,2011-07-11
79.53,44.6,6.472,0.9411,2011-07-12
78.99,44.52,6.4675,0.9291,2011-07-13
79.11,44.5,6.459,0.931,2011-07-14
79.03,44.51,6.461,0.9384,2011-07-15
79.1,44.6,6.4688,0.9465,2011-07-18
78.91,44.48,6.4631,0.9347,2011-07-19
78.76,44.44,6.4581,0.9322,2011-07-20
78.47,44.4,6.4535,0.9228,2011-07-21
78.44,44.34,6.4464,0.9216,2011-07-22
78.31,44.39,6.445,0.9214,2011-07-25
78.04,44.1,6.4411,0.9139,2011-07-26
77.99,44.15,6.4428,0.9069,2011-07-27
77.87,44.03,6.4418,0.907,2011-07-28
77.18,44.2,6.436,0.909,2011-07-29
76.87,44.06,6.4337,0.9149,2011-08-01
77.13,44.26,6.4379,0.9225,2011-08-02
76.87,44.31,6.434,0.9327,2011-08-03
79.01,44.56,6.4377,0.9509,2011-08-04
78.48,44.73,6.4401,0.9634,2011-08-05
77.53,45,6.4342,0.9661,2011-08-08
77.16,45.2,6.4304,0.9812,2011-08-09
76.41,45.25,6.4172,0.9794,2011-08-10
76.68,45.29,6.3935,0.9738,2011-08-11
76.79,45.39,6.3892,0.966,2011-08-12
76.73,45.23,6.3902,0.9544,2011-08-15
76.76,45.25,6.3818,0.9532,2011-08-16
76.46,45.3,6.3839,0.9485,2011-08-17
76.52,45.71,6.3873,0.9622,2011-08-18
76.46,45.66,6.391,0.9575,2011-08-19
76.77,45.56,6.4004,0.96,2011-08-22
76.59,45.62,6.3975,0.9515,2011-08-23
76.78,45.89,6.388,0.955,2011-08-24
77.38,46.04,6.39,0.9563,2011-08-25
76.62,46.15,6.386,0.9458,2011-08-26
76.96,45.95,6.3809,0.9417,2011-08-29
76.75,46.01,6.3802,0.9367,2011-08-30
76.5,45.79,6.3778,0.9344,2011-08-31
76.81,45.66,6.3812,0.9302,2011-09-01
76.79,45.74,6.3821,0.9366,2011-09-02
77.48,46,6.3901,0.9515,2011-09-06
77.39,46.07,6.394,0.9422,2011-09-07
77.43,46.2,6.3833,0.9407,2011-09-08
77.31,46.64,6.388,0.9573,2011-09-09
77.15,47.22,6.3877,0.9697,2011-09-12
76.88,47.49,6.397,0.969,2011-09-13
76.71,47.58,6.391,0.9771,2011-09-14
76.7,47.54,6.3904,0.9696,2011-09-15
76.89,47.27,6.3833,0.9634,2011-09-16
76.48,47.72,6.3864,0.9788,2011-09-19
76.52,47.93,6.3837,0.9715,2011-09-20
76.38,48.32,6.3811,0.9795,2011-09-21
76.31,49.47,6.3879,1.0242,2011-09-22
76.3,49.34,6.3877,1.0221,2011-09-23
76.35,49.47,6.3975,1.0255,2011-09-26
76.6,48.92,6.3975,1.0038,2011-09-27
76.51,48.94,6.3933,1.0106,2011-09-28
76.68,48.93,6.3964,1.0185,2011-09-29
77.04,49.05,6.378,1.0263,2011-09-30
76.66,49.09,6.3745,1.0366,2011-10-03
76.86,49.3,6.3745,1.0579,2011-10-04
76.86,49.24,6.3745,1.0391,2011-10-05
76.64,49.18,6.378,1.031,2011-10-06
76.77,48.89,6.3745,1.016,2011-10-07
76.66,49.24,6.3745,1.0022,2011-10-11
77.3,48.95,6.358,0.9837,2011-10-12
76.88,49.22,6.382,0.9855,2011-10-13
77.36,48.89,6.378,0.9713,2011-10-14
76.8,49.03,6.3695,0.9765,2011-10-17
76.75,49.33,6.3804,0.9785,2011-10-18
76.79,49.17,6.3769,0.9735,2011-10-19
76.91,49.86,6.3825,0.9816,2011-10-20
76.1,49.82,6.3823,0.9681,2011-10-21
76.1,49.72,6.3744,0.9566,2011-10-24
75.88,49.41,6.3605,0.9572,2011-10-25
76.05,49.4,6.3534,0.9664,2011-10-26
75.8,49,6.359,0.9358,2011-10-27
75.72,48.63,6.357,0.934,2011-10-28
77.97,48.67,6.3547,0.9425,2011-10-31
78.28,49.26,6.3547,0.9707,2011-11-01
78.04,49.1,6.355,0.9647,2011-11-02
77.96,49.04,6.3513,0.966,2011-11-03
78.17,48.99,6.34,0.9654,2011-11-04
78.06,48.94,6.3481,0.9672,2011-11-07
77.79,49.39,6.3462,0.9679,2011-11-08
77.77,50.05,6.3401,0.9805,2011-11-09
77.58,49.98,6.3454,0.9865,2011-11-10
77.02,50.37,6.3536,0.9811,2011-11-14
76.99,50.62,6.3464,0.9858,2011-11-15
77.02,50.66,6.3445,0.9865,2011-11-16
76.98,50.95,6.3505,0.9944,2011-11-17
76.93,51.23,6.3565,0.9964,2011-11-18
76.97,52.06,6.3603,1.0161,2011-11-21
77.07,52.48,6.3605,1.0172,2011-11-22
77.41,52.26,6.3576,1.0324,2011-11-23
77.66,52.23,6.3802,1.027,2011-11-25
78.05,51.94,6.3839,1.0077,2011-11-28
77.86,51.9,6.3769,0.9982,2011-11-29
77.58,52.12,6.3765,0.9762,2011-11-30
77.6,51.36,6.3655,0.9778,2011-12-01
77.88,50.5,6.3596,0.9784,2011-12-02
77.77,51.31,6.3629,0.9711,2011-12-05
77.73,51.23,6.3645,0.9778,2011-12-06
77.69,51.62,6.3642,0.9739,2011-12-07
77.67,51.7,6.3618,0.9816,2011-12-08
77.58,51.87,6.3641,0.9814,2011-12-09
77.87,52.6,6.3604,0.9941,2011-12-12
77.86,53.09,6.3648,0.9904,2011-12-13
78.08,53.71,6.371,1.0097,2011-12-14
77.87,53.55,6.3733,1.0064,2011-12-15
77.65,52.49,6.3479,1.0038,2011-12-16
77.96,52.69,6.3376,1.0086,2011-12-19
77.76,52.76,6.3459,0.9931,2011-12-20
78,52.39,6.3386,0.993,2011-12-21
78.13,52.56,6.3392,0.9862,2011-12-22
78.13,52.78,6.3364,0.9854,2011-12-23
77.83,52.93,6.321,0.9843,2011-12-27
77.98,52.88,6.3211,0.9909,2011-12-28
77.71,53,6.3187,0.9868,2011-12-29
76.98,53.01,6.2939,0.9755,2011-12-30
76.67,53.11,6.294,0.9634,2012-01-03
76.68,52.85,6.2941,0.9664,2012-01-04
77.18,52.89,6.3013,0.9753,2012-01-05
77.06,52.67,6.3088,0.977,2012-01-06
76.88,52.39,6.3143,0.979,2012-01-09
76.84,51.59,6.3141,0.9687,2012-01-10
76.9,51.78,6.3149,0.9713,2012-01-11
76.76,51.51,6.3177,0.9698,2012-01-12
76.9,51.43,6.3065,0.9716,2012-01-13
76.8,50.69,6.3136,0.962,2012-01-17
76.81,50.4,6.3109,0.962,2012-01-18
77.23,50.3,6.3162,0.96,2012-01-19
76.97,50.22,6.333,0.955,2012-01-20
76.92,49.99,6.333,0.9493,2012-01-23
77.78,50.02,6.333,0.9551,2012-01-24
78.13,50.18,6.333,0.9541,2012-01-25
77.47,49.42,6.333,0.9389,2012-01-26
76.68,49.39,6.333,0.9394,2012-01-27
76.28,49.66,6.331,0.9443,2012-01-30
76.34,49.54,6.308,0.9436,2012-01-31
76.11,49.2738,6.3076,0.9346,2012-02-01
76.13,49.03,6.3017,0.933,2012-02-02
76.54,48.65,6.3027,0.9292,2012-02-03
76.54,49.05,6.312,0.9308,2012-02-06
76.88,49.2,6.3046,0.9261,2012-02-07
76.9,49.22,6.2938,0.9272,2012-02-08
77.42,49.35,6.2947,0.9254,2012-02-09
77.57,49.48,6.2991,0.9367,2012-02-10
77.52,49.14,6.2972,0.931,2012-02-13
78.39,49.4,6.2995,0.9354,2012-02-14
78.22,49.35,6.2998,0.9309,2012-02-15
78.77,49.43,6.3014,0.9295,2012-02-16
79.33,49.31,6.2985,0.935,2012-02-17
79.73,49.21,6.296,0.9353,2012-02-21
80.3,49.24,6.296,0.9408,2012-02-22
80.21,49.19,6.298,0.9356,2012-02-23
80.88,48.98,6.2976,0.934,2012-02-24
80.42,49.12,6.3012,0.929,2012-02-27
80.44,49.01,6.2989,0.9289,2012-02-28
81.1,48.99,6.2935,0.9279,2012-02-29
81.16,49.14,6.3001,0.9257,2012-03-01
